areaCode,areaName,areaType,date,newCasesByPublishDate,newCasesLFDOnlyBySpecimenDate,newCasesPCROnlyBySpecimenDate,newOnsDeathsByRegistrationDate,newPeopleVaccinatedFirstDoseByPublishDate
E12000003,Yorkshire and The Humber,region,2021-03-24,969,121,714,,
E12000003,Yorkshire and The Humber,region,2021-03-23,878,81,787,,
E12000003,Yorkshire and The Humber,region,2021-03-22,851,79,896,,
E12000003,Yorkshire and The Humber,region,2021-03-21,811,94,500,,
E12000003,Yorkshire and The Humber,region,2021-03-20,885,40,577,,
E12000003,Yorkshire and The Humber,region,2021-03-19,872,54,724,110,
E12000003,Yorkshire and The Humber,region,2021-03-18,1005,92,703,,
E12000003,Yorkshire and The Humber,region,2021-03-17,844,85,721,,
E12000003,Yorkshire and The Humber,region,2021-03-16,809,65,779,,
E12000003,Yorkshire and The Humber,region,2021-03-15,807,101,839,,
E12000003,Yorkshire and The Humber,region,2021-03-14,775,47,536,,
E12000003,Yorkshire and The Humber,region,2021-03-13,901,28,600,,
E12000003,Yorkshire and The Humber,region,2021-03-12,989,84,726,139,
E12000003,Yorkshire and The Humber,region,2021-03-11,895,74,798,,
E12000003,Yorkshire and The Humber,region,2021-03-10,1006,62,840,,
E12000003,Yorkshire and The Humber,region,2021-03-09,714,84,869,,
E12000003,Yorkshire and The Humber,region,2021-03-08,693,86,856,,
E12000003,Yorkshire and The Humber,region,2021-03-07,732,47,491,,
E12000003,Yorkshire and The Humber,region,2021-03-06,781,26,623,,
E12000003,Yorkshire and The Humber,region,2021-03-05,856,38,731,187,
E12000003,Yorkshire and The Humber,region,2021-03-04,902,52,717,,
E12000003,Yorkshire and The Humber,region,2021-03-03,923,50,796,,
E12000003,Yorkshire and The Humber,region,2021-03-02,735,39,883,,
E12000003,Yorkshire and The Humber,region,2021-03-01,745,46,927,,
E12000003,Yorkshire and The Humber,region,2021-02-28,790,18,554,,
E12000003,Yorkshire and The Humber,region,2021-02-27,909,11,614,,
E12000003,Yorkshire and The Humber,region,2021-02-26,920,34,819,249,
E12000003,Yorkshire and The Humber,region,2021-02-25,1144,28,926,,
E12000003,Yorkshire and The Humber,region,2021-02-24,1153,36,1019,,
E12000003,Yorkshire and The Humber,region,2021-02-23,939,36,1081,,
E12000003,Yorkshire and The Humber,region,2021-02-22,1401,49,1171,,
E12000003,Yorkshire and The Humber,region,2021-02-21,1047,30,907,,
E12000003,Yorkshire and The Humber,region,2021-02-20,1157,29,945,,
E12000003,Yorkshire and The Humber,region,2021-02-19,1291,33,1194,320,
E12000003,Yorkshire and The Humber,region,2021-02-18,1210,42,1300,,
E12000003,Yorkshire and The Humber,region,2021-02-17,1405,39,1276,,
E12000003,Yorkshire and The Humber,region,2021-02-16,1055,50,1335,,
E12000003,Yorkshire and The Humber,region,2021-02-15,950,31,1377,,
E12000003,Yorkshire and The Humber,region,2021-02-14,1183,22,935,,
E12000003,Yorkshire and The Humber,region,2021-02-13,1263,24,906,,
E12000003,Yorkshire and The Humber,region,2021-02-12,1231,29,1181,347,
E12000003,Yorkshire and The Humber,region,2021-02-11,1352,41,1197,,
E12000003,Yorkshire and The Humber,region,2021-02-10,1382,38,1215,,
E12000003,Yorkshire and The Humber,region,2021-02-09,1085,38,1297,,
E12000003,Yorkshire and The Humber,region,2021-02-08,1155,40,1338,,
E12000003,Yorkshire and The Humber,region,2021-02-07,1306,30,1077,,
E12000003,Yorkshire and The Humber,region,2021-02-06,1685,20,1113,,
E12000003,Yorkshire and The Humber,region,2021-02-05,1716,40,1346,385,
E12000003,Yorkshire and The Humber,region,2021-02-04,1157,31,1527,,
E12000003,Yorkshire and The Humber,region,2021-02-03,1605,39,1711,,
E12000003,Yorkshire and The Humber,region,2021-02-02,1059,24,1008,,
E12000003,Yorkshire and The Humber,region,2021-02-01,1392,37,1677,,
E12000003,Yorkshire and The Humber,region,2021-01-31,1510,26,1218,,
E12000003,Yorkshire and The Humber,region,2021-01-30,1562,20,1241,,
E12000003,Yorkshire and The Humber,region,2021-01-29,1973,27,1472,462,
E12000003,Yorkshire and The Humber,region,2021-01-28,1880,29,1566,,
E12000003,Yorkshire and The Humber,region,2021-01-27,1844,31,1789,,
E12000003,Yorkshire and The Humber,region,2021-01-26,1520,8,1747,,
E12000003,Yorkshire and The Humber,region,2021-01-25,1458,14,1972,,
E12000003,Yorkshire and The Humber,region,2021-01-24,1521,15,1315,,
E12000003,Yorkshire and The Humber,region,2021-01-23,1995,12,1338,,
E12000003,Yorkshire and The Humber,region,2021-01-22,1934,8,1650,459,
E12000003,Yorkshire and The Humber,region,2021-01-21,2114,11,1829,,
E12000003,Yorkshire and The Humber,region,2021-01-20,2497,18,2094,,
E12000003,Yorkshire and The Humber,region,2021-01-19,2087,24,2266,,
E12000003,Yorkshire and The Humber,region,2021-01-18,1998,17,2509,,
E12000003,Yorkshire and The Humber,region,2021-01-17,1494,8,1637,,
E12000003,Yorkshire and The Humber,region,2021-01-16,1200,5,1703,,
E12000003,Yorkshire and The Humber,region,2021-01-15,2168,13,1967,394,
E12000003,Yorkshire and The Humber,region,2021-01-14,2475,10,1201,,
E12000003,Yorkshire and The Humber,region,2021-01-13,2746,20,2228,,
E12000003,Yorkshire and The Humber,region,2021-01-12,2020,13,2530,,
E12000003,Yorkshire and The Humber,region,2021-01-11,1882,19,2847,,
E12000003,Yorkshire and The Humber,region,2021-01-10,2689,7,1744,,
E12000003,Yorkshire and The Humber,region,2021-01-09,2236,5,1853,,
E12000003,Yorkshire and The Humber,region,2021-01-08,2544,13,2105,425,
E12000003,Yorkshire and The Humber,region,2021-01-07,2858,11,2459,,
E12000003,Yorkshire and The Humber,region,2021-01-06,3055,14,2600,,
E12000003,Yorkshire and The Humber,region,2021-01-05,2639,19,2832,,
E12000003,Yorkshire and The Humber,region,2021-01-04,2735,9,3525,,
E12000003,Yorkshire and The Humber,region,2021-01-03,1933,10,2431,,
E12000003,Yorkshire and The Humber,region,2021-01-02,2754,5,2755,,
E12000003,Yorkshire and The Humber,region,2021-01-01,2175,5,1494,266,
E12000003,Yorkshire and The Humber,region,2020-12-31,2495,7,2174,,
E12000003,Yorkshire and The Humber,region,2020-12-30,2057,10,2965,,
E12000003,Yorkshire and The Humber,region,2020-12-29,1886,7,3243,,
E12000003,Yorkshire and The Humber,region,2020-12-28,1760,5,2126,,
E12000003,Yorkshire and The Humber,region,2020-12-27,1184,4,1979,,
E12000003,Yorkshire and The Humber,region,2020-12-26,1336,0,1681,,
E12000003,Yorkshire and The Humber,region,2020-12-25,1420,1,598,285,
E12000003,Yorkshire and The Humber,region,2020-12-24,1969,4,1269,,
E12000003,Yorkshire and The Humber,region,2020-12-23,1850,5,1635,,
E12000003,Yorkshire and The Humber,region,2020-12-22,1612,2,1884,,
E12000003,Yorkshire and The Humber,region,2020-12-21,1535,5,1996,,
E12000003,Yorkshire and The Humber,region,2020-12-20,1141,5,1418,,
E12000003,Yorkshire and The Humber,region,2020-12-19,1114,5,1010,,
E12000003,Yorkshire and The Humber,region,2020-12-18,1030,4,1455,394,
E12000003,Yorkshire and The Humber,region,2020-12-17,1120,0,1192,,
E12000003,Yorkshire and The Humber,region,2020-12-16,1368,0,1247,,
E12000003,Yorkshire and The Humber,region,2020-12-15,1161,1,1537,,
E12000003,Yorkshire and The Humber,region,2020-12-14,1009,0,1767,,
E12000003,Yorkshire and The Humber,region,2020-12-13,1236,0,1049,,
E12000003,Yorkshire and The Humber,region,2020-12-12,1248,0,959,,
E12000003,Yorkshire and The Humber,region,2020-12-11,1307,3,1269,390,
E12000003,Yorkshire and The Humber,region,2020-12-10,1253,2,1238,,
E12000003,Yorkshire and The Humber,region,2020-12-09,1267,1,1393,,
E12000003,Yorkshire and The Humber,region,2020-12-08,837,1,1388,,
E12000003,Yorkshire and The Humber,region,2020-12-07,997,0,1486,,
E12000003,Yorkshire and The Humber,region,2020-12-06,1262,0,898,,
E12000003,Yorkshire and The Humber,region,2020-12-05,1116,3,905,,
E12000003,Yorkshire and The Humber,region,2020-12-04,1360,0,1090,444,
E12000003,Yorkshire and The Humber,region,2020-12-03,1520,1,1233,,
E12000003,Yorkshire and The Humber,region,2020-12-02,1347,3,1419,,
E12000003,Yorkshire and The Humber,region,2020-12-01,1237,1,1561,,
E12000003,Yorkshire and The Humber,region,2020-11-30,1119,2,1768,,
E12000003,Yorkshire and The Humber,region,2020-11-29,1181,0,1075,,
E12000003,Yorkshire and The Humber,region,2020-11-28,1663,0,1115,,
E12000003,Yorkshire and The Humber,region,2020-11-27,1424,1,1358,537,
E12000003,Yorkshire and The Humber,region,2020-11-26,1805,0,1475,,
E12000003,Yorkshire and The Humber,region,2020-11-25,1984,0,1680,,
E12000003,Yorkshire and The Humber,region,2020-11-24,1335,0,1816,,
E12000003,Yorkshire and The Humber,region,2020-11-23,1667,1,2142,,
E12000003,Yorkshire and The Humber,region,2020-11-22,1748,0,1399,,
E12000003,Yorkshire and The Humber,region,2020-11-21,2220,0,1416,,
E12000003,Yorkshire and The Humber,region,2020-11-20,2711,0,2001,481,
E12000003,Yorkshire and The Humber,region,2020-11-19,3025,0,2150,,
E12000003,Yorkshire and The Humber,region,2020-11-18,2907,0,2656,,
E12000003,Yorkshire and The Humber,region,2020-11-17,2540,1,3158,,
E12000003,Yorkshire and The Humber,region,2020-11-16,3595,,3384,,
E12000003,Yorkshire and The Humber,region,2020-11-15,3306,,2144,,
E12000003,Yorkshire and The Humber,region,2020-11-14,3332,,2578,,
E12000003,Yorkshire and The Humber,region,2020-11-13,3832,,3174,450,
E12000003,Yorkshire and The Humber,region,2020-11-12,4583,,3292,,
E12000003,Yorkshire and The Humber,region,2020-11-11,3163,,3824,,
E12000003,Yorkshire and The Humber,region,2020-11-10,3001,,3858,,
E12000003,Yorkshire and The Humber,region,2020-11-09,2804,,4601,,
E12000003,Yorkshire and The Humber,region,2020-11-08,3731,,2948,,
E12000003,Yorkshire and The Humber,region,2020-11-07,4014,,2888,,
E12000003,Yorkshire and The Humber,region,2020-11-06,3592,,3743,329,
E12000003,Yorkshire and The Humber,region,2020-11-05,4084,,3684,,
E12000003,Yorkshire and The Humber,region,2020-11-04,3617,,3588,,
E12000003,Yorkshire and The Humber,region,2020-11-03,2994,,4065,,
E12000003,Yorkshire and The Humber,region,2020-11-02,2906,,4807,,
E12000003,Yorkshire and The Humber,region,2020-11-01,3800,,2899,,
E12000003,Yorkshire and The Humber,region,2020-10-31,3638,,2682,,
E12000003,Yorkshire and The Humber,region,2020-10-30,3425,,3515,204,
E12000003,Yorkshire and The Humber,region,2020-10-29,3387,,3532,,
E12000003,Yorkshire and The Humber,region,2020-10-28,3765,,3668,,
E12000003,Yorkshire and The Humber,region,2020-10-27,3565,,3630,,
E12000003,Yorkshire and The Humber,region,2020-10-26,3000,,3878,,
E12000003,Yorkshire and The Humber,region,2020-10-25,2380,,2195,,
E12000003,Yorkshire and The Humber,region,2020-10-24,3261,,2312,,
E12000003,Yorkshire and The Humber,region,2020-10-23,2745,,3033,159,
E12000003,Yorkshire and The Humber,region,2020-10-22,2861,,3358,,
E12000003,Yorkshire and The Humber,region,2020-10-21,4129,,3595,,
E12000003,Yorkshire and The Humber,region,2020-10-20,3189,,3677,,
E12000003,Yorkshire and The Humber,region,2020-10-19,2699,,3918,,
E12000003,Yorkshire and The Humber,region,2020-10-18,2897,,2243,,
E12000003,Yorkshire and The Humber,region,2020-10-17,2127,,2385,,
E12000003,Yorkshire and The Humber,region,2020-10-16,1755,,2488,87,
E12000003,Yorkshire and The Humber,region,2020-10-15,2515,,2565,,
E12000003,Yorkshire and The Humber,region,2020-10-14,2717,,2818,,
E12000003,Yorkshire and The Humber,region,2020-10-13,2230,,2586,,
E12000003,Yorkshire and The Humber,region,2020-10-12,1953,,2812,,
E12000003,Yorkshire and The Humber,region,2020-10-11,2003,,1652,,
E12000003,Yorkshire and The Humber,region,2020-10-10,2289,,1952,,
E12000003,Yorkshire and The Humber,region,2020-10-09,1160,,1895,52,
E12000003,Yorkshire and The Humber,region,2020-10-08,2347,,2458,,
E12000003,Yorkshire and The Humber,region,2020-10-07,1655,,2688,,
E12000003,Yorkshire and The Humber,region,2020-10-06,2437,,2446,,
E12000003,Yorkshire and The Humber,region,2020-10-05,2194,,2300,,
E12000003,Yorkshire and The Humber,region,2020-10-04,3606,,1691,,
E12000003,Yorkshire and The Humber,region,2020-10-03,1759,,1689,,
E12000003,Yorkshire and The Humber,region,2020-10-02,718,,2226,30,
E12000003,Yorkshire and The Humber,region,2020-10-01,823,,2166,,
E12000003,Yorkshire and The Humber,region,2020-09-30,1059,,1809,,
E12000003,Yorkshire and The Humber,region,2020-09-29,829,,1399,,
E12000003,Yorkshire and The Humber,region,2020-09-28,525,,1461,,
E12000003,Yorkshire and The Humber,region,2020-09-27,636,,1031,,
E12000003,Yorkshire and The Humber,region,2020-09-26,682,,833,,
E12000003,Yorkshire and The Humber,region,2020-09-25,762,,810,29,
E12000003,Yorkshire and The Humber,region,2020-09-24,808,,936,,
E12000003,Yorkshire and The Humber,region,2020-09-23,683,,734,,
E12000003,Yorkshire and The Humber,region,2020-09-22,505,,722,,
E12000003,Yorkshire and The Humber,region,2020-09-21,492,,622,,
E12000003,Yorkshire and The Humber,region,2020-09-20,445,,674,,
E12000003,Yorkshire and The Humber,region,2020-09-19,529,,567,,
E12000003,Yorkshire and The Humber,region,2020-09-18,517,,562,21,
E12000003,Yorkshire and The Humber,region,2020-09-17,402,,585,,
E12000003,Yorkshire and The Humber,region,2020-09-16,511,,552,,
E12000003,Yorkshire and The Humber,region,2020-09-15,387,,426,,
E12000003,Yorkshire and The Humber,region,2020-09-14,356,,395,,
E12000003,Yorkshire and The Humber,region,2020-09-13,413,,303,,
E12000003,Yorkshire and The Humber,region,2020-09-12,418,,317,,
E12000003,Yorkshire and The Humber,region,2020-09-11,387,,391,14,
E12000003,Yorkshire and The Humber,region,2020-09-10,343,,470,,
E12000003,Yorkshire and The Humber,region,2020-09-09,294,,397,,
E12000003,Yorkshire and The Humber,region,2020-09-08,297,,388,,
E12000003,Yorkshire and The Humber,region,2020-09-07,349,,539,,
E12000003,Yorkshire and The Humber,region,2020-09-06,371,,308,,
E12000003,Yorkshire and The Humber,region,2020-09-05,165,,315,,
E12000003,Yorkshire and The Humber,region,2020-09-04,175,,308,10,
E12000003,Yorkshire and The Humber,region,2020-09-03,243,,337,,
E12000003,Yorkshire and The Humber,region,2020-09-02,191,,384,,
E12000003,Yorkshire and The Humber,region,2020-09-01,117,,269,,
E12000003,Yorkshire and The Humber,region,2020-08-31,167,,195,,
E12000003,Yorkshire and The Humber,region,2020-08-30,182,,144,,
E12000003,Yorkshire and The Humber,region,2020-08-29,147,,173,,
E12000003,Yorkshire and The Humber,region,2020-08-28,129,,161,13,
E12000003,Yorkshire and The Humber,region,2020-08-27,197,,195,,
E12000003,Yorkshire and The Humber,region,2020-08-26,113,,123,,
E12000003,Yorkshire and The Humber,region,2020-08-25,132,,139,,
E12000003,Yorkshire and The Humber,region,2020-08-24,81,,157,,
E12000003,Yorkshire and The Humber,region,2020-08-23,121,,95,,
E12000003,Yorkshire and The Humber,region,2020-08-22,145,,91,,
E12000003,Yorkshire and The Humber,region,2020-08-21,102,,134,12,
E12000003,Yorkshire and The Humber,region,2020-08-20,143,,171,,
E12000003,Yorkshire and The Humber,region,2020-08-19,102,,149,,
E12000003,Yorkshire and The Humber,region,2020-08-18,161,,126,,
E12000003,Yorkshire and The Humber,region,2020-08-17,84,,130,,
E12000003,Yorkshire and The Humber,region,2020-08-16,133,,80,,
E12000003,Yorkshire and The Humber,region,2020-08-15,166,,109,,
E12000003,Yorkshire and The Humber,region,2020-08-14,350,,163,13,
E12000003,Yorkshire and The Humber,region,2020-08-13,0,,183,,
E12000003,Yorkshire and The Humber,region,2020-08-12,190,,176,,
E12000003,Yorkshire and The Humber,region,2020-08-11,163,,188,,
E12000003,Yorkshire and The Humber,region,2020-08-10,127,,221,,
E12000003,Yorkshire and The Humber,region,2020-08-09,173,,101,,
E12000003,Yorkshire and The Humber,region,2020-08-08,63,,109,,
E12000003,Yorkshire and The Humber,region,2020-08-07,150,,127,16,
E12000003,Yorkshire and The Humber,region,2020-08-06,106,,179,,
E12000003,Yorkshire and The Humber,region,2020-08-05,146,,162,,
E12000003,Yorkshire and The Humber,region,2020-08-04,91,,147,,
E12000003,Yorkshire and The Humber,region,2020-08-03,148,,146,,
E12000003,Yorkshire and The Humber,region,2020-08-02,105,,89,,
E12000003,Yorkshire and The Humber,region,2020-08-01,106,,84,,
E12000003,Yorkshire and The Humber,region,2020-07-31,147,,100,23,
E12000003,Yorkshire and The Humber,region,2020-07-30,142,,142,,
E12000003,Yorkshire and The Humber,region,2020-07-29,128,,164,,
E12000003,Yorkshire and The Humber,region,2020-07-28,110,,152,,
E12000003,Yorkshire and The Humber,region,2020-07-27,100,,147,,
E12000003,Yorkshire and The Humber,region,2020-07-26,102,,91,,
E12000003,Yorkshire and The Humber,region,2020-07-25,109,,90,,
E12000003,Yorkshire and The Humber,region,2020-07-24,102,,108,32,
E12000003,Yorkshire and The Humber,region,2020-07-23,86,,107,,
E12000003,Yorkshire and The Humber,region,2020-07-22,109,,104,,
E12000003,Yorkshire and The Humber,region,2020-07-21,82,,103,,
E12000003,Yorkshire and The Humber,region,2020-07-20,123,,116,,
E12000003,Yorkshire and The Humber,region,2020-07-19,100,,101,,
E12000003,Yorkshire and The Humber,region,2020-07-18,100,,100,,
E12000003,Yorkshire and The Humber,region,2020-07-17,105,,100,30,
E12000003,Yorkshire and The Humber,region,2020-07-16,132,,86,,
E12000003,Yorkshire and The Humber,region,2020-07-15,121,,119,,
E12000003,Yorkshire and The Humber,region,2020-07-14,77,,137,,
E12000003,Yorkshire and The Humber,region,2020-07-13,101,,139,,
E12000003,Yorkshire and The Humber,region,2020-07-12,114,,99,,
E12000003,Yorkshire and The Humber,region,2020-07-11,129,,89,,
E12000003,Yorkshire and The Humber,region,2020-07-10,88,,93,47,
E12000003,Yorkshire and The Humber,region,2020-07-09,107,,99,,
E12000003,Yorkshire and The Humber,region,2020-07-08,115,,126,,
E12000003,Yorkshire and The Humber,region,2020-07-07,91,,104,,
E12000003,Yorkshire and The Humber,region,2020-07-06,72,,122,,
E12000003,Yorkshire and The Humber,region,2020-07-05,90,,92,,
E12000003,Yorkshire and The Humber,region,2020-07-04,110,,77,,
E12000003,Yorkshire and The Humber,region,2020-07-03,133,,108,58,
E12000003,Yorkshire and The Humber,region,2020-07-02,120,,104,,
E12000003,Yorkshire and The Humber,region,2020-07-01,13426,,131,,
E12000003,Yorkshire and The Humber,region,2020-06-30,7,,113,,
E12000003,Yorkshire and The Humber,region,2020-06-29,17,,134,,
E12000003,Yorkshire and The Humber,region,2020-06-28,21,,97,,
E12000003,Yorkshire and The Humber,region,2020-06-27,24,,148,,
E12000003,Yorkshire and The Humber,region,2020-06-26,33,,153,69,
E12000003,Yorkshire and The Humber,region,2020-06-25,28,,145,,
E12000003,Yorkshire and The Humber,region,2020-06-24,16,,157,,
E12000003,Yorkshire and The Humber,region,2020-06-23,23,,172,,
E12000003,Yorkshire and The Humber,region,2020-06-22,33,,156,,
E12000003,Yorkshire and The Humber,region,2020-06-21,24,,117,,
E12000003,Yorkshire and The Humber,region,2020-06-20,35,,166,,
E12000003,Yorkshire and The Humber,region,2020-06-19,40,,203,111,
E12000003,Yorkshire and The Humber,region,2020-06-18,29,,258,,
E12000003,Yorkshire and The Humber,region,2020-06-17,47,,230,,
E12000003,Yorkshire and The Humber,region,2020-06-16,22,,215,,
E12000003,Yorkshire and The Humber,region,2020-06-15,40,,189,,
E12000003,Yorkshire and The Humber,region,2020-06-14,24,,161,,
E12000003,Yorkshire and The Humber,region,2020-06-13,43,,192,,
E12000003,Yorkshire and The Humber,region,2020-06-12,62,,246,136,
E12000003,Yorkshire and The Humber,region,2020-06-11,27,,196,,
E12000003,Yorkshire and The Humber,region,2020-06-10,37,,229,,
E12000003,Yorkshire and The Humber,region,2020-06-09,66,,174,,
E12000003,Yorkshire and The Humber,region,2020-06-08,10,,188,,
E12000003,Yorkshire and The Humber,region,2020-06-07,16,,149,,
E12000003,Yorkshire and The Humber,region,2020-06-06,68,,121,,
E12000003,Yorkshire and The Humber,region,2020-06-05,53,,151,210,
E12000003,Yorkshire and The Humber,region,2020-06-04,68,,177,,
E12000003,Yorkshire and The Humber,region,2020-06-03,66,,205,,
E12000003,Yorkshire and The Humber,region,2020-06-02,47,,196,,
E12000003,Yorkshire and The Humber,region,2020-06-01,40,,191,,
E12000003,Yorkshire and The Humber,region,2020-05-31,34,,176,,
E12000003,Yorkshire and The Humber,region,2020-05-30,63,,167,,
E12000003,Yorkshire and The Humber,region,2020-05-29,67,,201,237,
E12000003,Yorkshire and The Humber,region,2020-05-28,83,,272,,
E12000003,Yorkshire and The Humber,region,2020-05-27,77,,255,,
E12000003,Yorkshire and The Humber,region,2020-05-26,66,,231,,
E12000003,Yorkshire and The Humber,region,2020-05-25,47,,255,,
E12000003,Yorkshire and The Humber,region,2020-05-24,63,,204,,
E12000003,Yorkshire and The Humber,region,2020-05-23,95,,232,,
E12000003,Yorkshire and The Humber,region,2020-05-22,87,,263,297,
E12000003,Yorkshire and The Humber,region,2020-05-21,100,,384,,
E12000003,Yorkshire and The Humber,region,2020-05-20,118,,297,,
E12000003,Yorkshire and The Humber,region,2020-05-19,90,,389,,
E12000003,Yorkshire and The Humber,region,2020-05-18,113,,259,,
E12000003,Yorkshire and The Humber,region,2020-05-17,110,,242,,
E12000003,Yorkshire and The Humber,region,2020-05-16,133,,258,,
E12000003,Yorkshire and The Humber,region,2020-05-15,151,,339,452,
E12000003,Yorkshire and The Humber,region,2020-05-14,133,,352,,
E12000003,Yorkshire and The Humber,region,2020-05-13,141,,408,,
E12000003,Yorkshire and The Humber,region,2020-05-12,143,,378,,
E12000003,Yorkshire and The Humber,region,2020-05-11,108,,430,,
E12000003,Yorkshire and The Humber,region,2020-05-10,128,,298,,
E12000003,Yorkshire and The Humber,region,2020-05-09,160,,244,,
E12000003,Yorkshire and The Humber,region,2020-05-08,221,,349,432,
E12000003,Yorkshire and The Humber,region,2020-05-07,272,,456,,
E12000003,Yorkshire and The Humber,region,2020-05-06,179,,413,,
E12000003,Yorkshire and The Humber,region,2020-05-05,316,,433,,
E12000003,Yorkshire and The Humber,region,2020-05-04,179,,346,,
E12000003,Yorkshire and The Humber,region,2020-05-03,205,,387,,
E12000003,Yorkshire and The Humber,region,2020-05-02,344,,380,,
E12000003,Yorkshire and The Humber,region,2020-05-01,244,,616,647,
E12000003,Yorkshire and The Humber,region,2020-04-30,345,,577,,
E12000003,Yorkshire and The Humber,region,2020-04-29,166,,682,,
E12000003,Yorkshire and The Humber,region,2020-04-28,277,,474,,
E12000003,Yorkshire and The Humber,region,2020-04-27,331,,506,,
E12000003,Yorkshire and The Humber,region,2020-04-26,232,,420,,
E12000003,Yorkshire and The Humber,region,2020-04-25,333,,410,,
E12000003,Yorkshire and The Humber,region,2020-04-24,398,,590,755,
E12000003,Yorkshire and The Humber,region,2020-04-23,246,,449,,
E12000003,Yorkshire and The Humber,region,2020-04-22,400,,557,,
E12000003,Yorkshire and The Humber,region,2020-04-21,251,,342,,
E12000003,Yorkshire and The Humber,region,2020-04-20,150,,398,,
E12000003,Yorkshire and The Humber,region,2020-04-19,257,,420,,
E12000003,Yorkshire and The Humber,region,2020-04-18,370,,359,,
E12000003,Yorkshire and The Humber,region,2020-04-17,315,,351,690,
E12000003,Yorkshire and The Humber,region,2020-04-16,,,369,,
E12000003,Yorkshire and The Humber,region,2020-04-15,,,470,,
E12000003,Yorkshire and The Humber,region,2020-04-14,,,316,,
E12000003,Yorkshire and The Humber,region,2020-04-13,,,326,,
E12000003,Yorkshire and The Humber,region,2020-04-12,,,269,,
E12000003,Yorkshire and The Humber,region,2020-04-11,,,259,,
E12000003,Yorkshire and The Humber,region,2020-04-10,,,297,374,
E12000003,Yorkshire and The Humber,region,2020-04-09,,,305,,
E12000003,Yorkshire and The Humber,region,2020-04-08,,,318,,
E12000003,Yorkshire and The Humber,region,2020-04-07,,,341,,
E12000003,Yorkshire and The Humber,region,2020-04-06,,,323,,
E12000003,Yorkshire and The Humber,region,2020-04-05,,,218,,
E12000003,Yorkshire and The Humber,region,2020-04-04,,,201,,
E12000003,Yorkshire and The Humber,region,2020-04-03,,,273,174,
E12000003,Yorkshire and The Humber,region,2020-04-02,,,240,,
E12000003,Yorkshire and The Humber,region,2020-04-01,,,316,,
E12000003,Yorkshire and The Humber,region,2020-03-31,,,317,,
E12000003,Yorkshire and The Humber,region,2020-03-30,,,282,,
E12000003,Yorkshire and The Humber,region,2020-03-29,,,229,,
E12000003,Yorkshire and The Humber,region,2020-03-28,,,205,,
E12000003,Yorkshire and The Humber,region,2020-03-27,,,154,12,
E12000003,Yorkshire and The Humber,region,2020-03-26,,,177,,
E12000003,Yorkshire and The Humber,region,2020-03-25,,,146,,
E12000003,Yorkshire and The Humber,region,2020-03-24,,,152,,
E12000003,Yorkshire and The Humber,region,2020-03-23,,,138,,
E12000003,Yorkshire and The Humber,region,2020-03-22,,,94,,
E12000003,Yorkshire and The Humber,region,2020-03-21,,,77,,
E12000003,Yorkshire and The Humber,region,2020-03-20,,,60,5,
E12000003,Yorkshire and The Humber,region,2020-03-19,,,54,,
E12000003,Yorkshire and The Humber,region,2020-03-18,,,46,,
E12000003,Yorkshire and The Humber,region,2020-03-17,,,29,,
E12000003,Yorkshire and The Humber,region,2020-03-16,,,27,,
E12000003,Yorkshire and The Humber,region,2020-03-15,,,9,,
E12000003,Yorkshire and The Humber,region,2020-03-14,,,12,,
E12000003,Yorkshire and The Humber,region,2020-03-13,,,12,,
E12000003,Yorkshire and The Humber,region,2020-03-12,,,14,,
E12000003,Yorkshire and The Humber,region,2020-03-11,,,10,,
E12000003,Yorkshire and The Humber,region,2020-03-10,,,18,,
E12000003,Yorkshire and The Humber,region,2020-03-09,,,8,,
E12000003,Yorkshire and The Humber,region,2020-03-08,,,3,,
E12000003,Yorkshire and The Humber,region,2020-03-07,,,5,,
E12000003,Yorkshire and The Humber,region,2020-03-06,,,2,,
E12000003,Yorkshire and The Humber,region,2020-03-05,,,1,,
E12000003,Yorkshire and The Humber,region,2020-03-04,,,2,,
E12000003,Yorkshire and The Humber,region,2020-03-03,,,4,,
E12000003,Yorkshire and The Humber,region,2020-03-02,,,3,,
E12000003,Yorkshire and The Humber,region,2020-03-01,,,2,,
E12000003,Yorkshire and The Humber,region,2020-02-29,,,1,,
E12000003,Yorkshire and The Humber,region,2020-02-28,,,2,,
E12000003,Yorkshire and The Humber,region,2020-02-27,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-26,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-25,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-24,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-23,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-22,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-21,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-20,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-19,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-18,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-17,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-16,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-15,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-14,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-13,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-12,,,0,,
E12000003,Yorkshire and The Humber,region,2020-02-11,,,0,,
