,areaCode,areaName,areaType,date,hospitalCases
82,E40000007,East of England,nhsRegion,2022-05-20,487
83,E40000007,East of England,nhsRegion,2022-05-19,526
84,E40000007,East of England,nhsRegion,2022-05-18,539
85,E40000007,East of England,nhsRegion,2022-05-17,566
86,E40000007,East of England,nhsRegion,2022-05-16,583
87,E40000007,East of England,nhsRegion,2022-05-15,624
88,E40000007,East of England,nhsRegion,2022-05-14,613
89,E40000007,East of England,nhsRegion,2022-05-13,680
90,E40000007,East of England,nhsRegion,2022-05-12,724
91,E40000007,East of England,nhsRegion,2022-05-11,782
92,E40000007,East of England,nhsRegion,2022-05-10,821
93,E40000007,East of England,nhsRegion,2022-05-09,850
94,E40000007,East of England,nhsRegion,2022-05-08,881
95,E40000007,East of England,nhsRegion,2022-05-07,895
96,E40000007,East of England,nhsRegion,2022-05-06,921
97,E40000007,East of England,nhsRegion,2022-05-05,984
98,E40000007,East of England,nhsRegion,2022-05-04,1003
99,E40000007,East of England,nhsRegion,2022-05-03,998
100,E40000007,East of England,nhsRegion,2022-05-02,1019
101,E40000007,East of England,nhsRegion,2022-05-01,1028
102,E40000007,East of England,nhsRegion,2022-04-30,1041
103,E40000007,East of England,nhsRegion,2022-04-29,1072
104,E40000007,East of England,nhsRegion,2022-04-28,1103
105,E40000007,East of England,nhsRegion,2022-04-27,1143
106,E40000007,East of England,nhsRegion,2022-04-26,1216
107,E40000007,East of England,nhsRegion,2022-04-25,1269
108,E40000007,East of England,nhsRegion,2022-04-24,1257
109,E40000007,East of England,nhsRegion,2022-04-23,1285
110,E40000007,East of England,nhsRegion,2022-04-22,1358
111,E40000007,East of England,nhsRegion,2022-04-21,1421
112,E40000007,East of England,nhsRegion,2022-04-20,1511
113,E40000007,East of England,nhsRegion,2022-04-19,1470
114,E40000007,East of England,nhsRegion,2022-04-18,1518
115,E40000007,East of England,nhsRegion,2022-04-17,1558
116,E40000007,East of England,nhsRegion,2022-04-16,1543
117,E40000007,East of England,nhsRegion,2022-04-15,1538
118,E40000007,East of England,nhsRegion,2022-04-14,1582
119,E40000007,East of England,nhsRegion,2022-04-13,1603
120,E40000007,East of England,nhsRegion,2022-04-12,1641
121,E40000007,East of England,nhsRegion,2022-04-11,1739
122,E40000007,East of England,nhsRegion,2022-04-10,1659
123,E40000007,East of England,nhsRegion,2022-04-09,1660
124,E40000007,East of England,nhsRegion,2022-04-08,1704
125,E40000007,East of England,nhsRegion,2022-04-07,1810
126,E40000007,East of England,nhsRegion,2022-04-06,1779
127,E40000007,East of England,nhsRegion,2022-04-05,1805
128,E40000007,East of England,nhsRegion,2022-04-04,1721
129,E40000007,East of England,nhsRegion,2022-04-03,1701
130,E40000007,East of England,nhsRegion,2022-04-02,1697
131,E40000007,East of England,nhsRegion,2022-04-01,1692
132,E40000007,East of England,nhsRegion,2022-03-31,1738
133,E40000007,East of England,nhsRegion,2022-03-30,1702
134,E40000007,East of England,nhsRegion,2022-03-29,1739
135,E40000007,East of England,nhsRegion,2022-03-28,1683
136,E40000007,East of England,nhsRegion,2022-03-27,1634
137,E40000007,East of England,nhsRegion,2022-03-26,1571
138,E40000007,East of England,nhsRegion,2022-03-25,1633
139,E40000007,East of England,nhsRegion,2022-03-24,1585
140,E40000007,East of England,nhsRegion,2022-03-23,1539
141,E40000007,East of England,nhsRegion,2022-03-22,1596
142,E40000007,East of England,nhsRegion,2022-03-21,1484
143,E40000007,East of England,nhsRegion,2022-03-20,1402
144,E40000007,East of England,nhsRegion,2022-03-19,1340
145,E40000007,East of England,nhsRegion,2022-03-18,1336
146,E40000007,East of England,nhsRegion,2022-03-17,1289
147,E40000007,East of England,nhsRegion,2022-03-16,1248
148,E40000007,East of England,nhsRegion,2022-03-15,1240
149,E40000007,East of England,nhsRegion,2022-03-14,1201
150,E40000007,East of England,nhsRegion,2022-03-13,1135
151,E40000007,East of England,nhsRegion,2022-03-12,1120
152,E40000007,East of England,nhsRegion,2022-03-11,1067
153,E40000007,East of England,nhsRegion,2022-03-10,1058
154,E40000007,East of England,nhsRegion,2022-03-09,998
155,E40000007,East of England,nhsRegion,2022-03-08,1052
156,E40000007,East of England,nhsRegion,2022-03-07,981
157,E40000007,East of England,nhsRegion,2022-03-06,943
158,E40000007,East of England,nhsRegion,2022-03-05,919
159,E40000007,East of England,nhsRegion,2022-03-04,934
160,E40000007,East of England,nhsRegion,2022-03-03,925
161,E40000007,East of England,nhsRegion,2022-03-02,933
162,E40000007,East of England,nhsRegion,2022-03-01,935
163,E40000007,East of England,nhsRegion,2022-02-28,912
164,E40000007,East of England,nhsRegion,2022-02-27,827
165,E40000007,East of England,nhsRegion,2022-02-26,817
166,E40000007,East of England,nhsRegion,2022-02-25,885
167,E40000007,East of England,nhsRegion,2022-02-24,873
168,E40000007,East of England,nhsRegion,2022-02-23,889
169,E40000007,East of England,nhsRegion,2022-02-22,912
170,E40000007,East of England,nhsRegion,2022-02-21,918
171,E40000007,East of England,nhsRegion,2022-02-20,893
172,E40000007,East of England,nhsRegion,2022-02-19,887
173,E40000007,East of England,nhsRegion,2022-02-18,897
174,E40000007,East of England,nhsRegion,2022-02-17,897
175,E40000007,East of England,nhsRegion,2022-02-16,944
176,E40000007,East of England,nhsRegion,2022-02-15,975
177,E40000007,East of England,nhsRegion,2022-02-14,1016
178,E40000007,East of England,nhsRegion,2022-02-13,968
179,E40000007,East of England,nhsRegion,2022-02-12,945
180,E40000007,East of England,nhsRegion,2022-02-11,993
181,E40000007,East of England,nhsRegion,2022-02-10,1033
182,E40000007,East of England,nhsRegion,2022-02-09,1068
183,E40000007,East of England,nhsRegion,2022-02-08,1089
184,E40000007,East of England,nhsRegion,2022-02-07,1101
185,E40000007,East of England,nhsRegion,2022-02-06,1092
186,E40000007,East of England,nhsRegion,2022-02-05,1116
187,E40000007,East of England,nhsRegion,2022-02-04,1145
188,E40000007,East of England,nhsRegion,2022-02-03,1172
189,E40000007,East of England,nhsRegion,2022-02-02,1179
190,E40000007,East of England,nhsRegion,2022-02-01,1215
191,E40000007,East of England,nhsRegion,2022-01-31,1248
192,E40000007,East of England,nhsRegion,2022-01-30,1184
193,E40000007,East of England,nhsRegion,2022-01-29,1122
194,E40000007,East of England,nhsRegion,2022-01-28,1216
195,E40000007,East of England,nhsRegion,2022-01-27,1239
196,E40000007,East of England,nhsRegion,2022-01-26,1242
197,E40000007,East of England,nhsRegion,2022-01-25,1272
198,E40000007,East of England,nhsRegion,2022-01-24,1296
199,E40000007,East of England,nhsRegion,2022-01-23,1275
200,E40000007,East of England,nhsRegion,2022-01-22,1259
201,E40000007,East of England,nhsRegion,2022-01-21,1286
202,E40000007,East of England,nhsRegion,2022-01-20,1323
203,E40000007,East of England,nhsRegion,2022-01-19,1363
204,E40000007,East of England,nhsRegion,2022-01-18,1347
205,E40000007,East of England,nhsRegion,2022-01-17,1383
206,E40000007,East of England,nhsRegion,2022-01-16,1396
207,E40000007,East of England,nhsRegion,2022-01-15,1361
208,E40000007,East of England,nhsRegion,2022-01-14,1383
209,E40000007,East of England,nhsRegion,2022-01-13,1470
210,E40000007,East of England,nhsRegion,2022-01-12,1452
211,E40000007,East of England,nhsRegion,2022-01-11,1467
212,E40000007,East of England,nhsRegion,2022-01-10,1497
213,E40000007,East of England,nhsRegion,2022-01-09,1440
214,E40000007,East of England,nhsRegion,2022-01-08,1427
215,E40000007,East of England,nhsRegion,2022-01-07,1440
216,E40000007,East of England,nhsRegion,2022-01-06,1409
217,E40000007,East of England,nhsRegion,2022-01-05,1402
218,E40000007,East of England,nhsRegion,2022-01-04,1338
219,E40000007,East of England,nhsRegion,2022-01-03,1250
220,E40000007,East of England,nhsRegion,2022-01-02,1199
221,E40000007,East of England,nhsRegion,2022-01-01,969
222,E40000007,East of England,nhsRegion,2021-12-31,1083
223,E40000007,East of England,nhsRegion,2021-12-30,1030
224,E40000007,East of England,nhsRegion,2021-12-29,925
225,E40000007,East of England,nhsRegion,2021-12-28,878
226,E40000007,East of England,nhsRegion,2021-12-27,809
227,E40000007,East of England,nhsRegion,2021-12-26,681
228,E40000007,East of England,nhsRegion,2021-12-25,645
229,E40000007,East of England,nhsRegion,2021-12-24,672
230,E40000007,East of England,nhsRegion,2021-12-23,658
231,E40000007,East of England,nhsRegion,2021-12-22,630
232,E40000007,East of England,nhsRegion,2021-12-21,630
233,E40000007,East of England,nhsRegion,2021-12-20,607
234,E40000007,East of England,nhsRegion,2021-12-19,586
235,E40000007,East of England,nhsRegion,2021-12-18,567
236,E40000007,East of England,nhsRegion,2021-12-17,603
237,E40000007,East of England,nhsRegion,2021-12-16,622
238,E40000007,East of England,nhsRegion,2021-12-15,620
239,E40000007,East of England,nhsRegion,2021-12-14,654
240,E40000007,East of England,nhsRegion,2021-12-13,641
241,E40000007,East of England,nhsRegion,2021-12-12,599
242,E40000007,East of England,nhsRegion,2021-12-11,584
243,E40000007,East of England,nhsRegion,2021-12-10,576
244,E40000007,East of England,nhsRegion,2021-12-09,569
245,E40000007,East of England,nhsRegion,2021-12-08,558
246,E40000007,East of England,nhsRegion,2021-12-07,553
247,E40000007,East of England,nhsRegion,2021-12-06,550
248,E40000007,East of England,nhsRegion,2021-12-05,524
249,E40000007,East of England,nhsRegion,2021-12-04,516
250,E40000007,East of England,nhsRegion,2021-12-03,527
251,E40000007,East of England,nhsRegion,2021-12-02,531
252,E40000007,East of England,nhsRegion,2021-12-01,558
253,E40000007,East of England,nhsRegion,2021-11-30,561
254,E40000007,East of England,nhsRegion,2021-11-29,588
255,E40000007,East of England,nhsRegion,2021-11-28,569
256,E40000007,East of England,nhsRegion,2021-11-27,566
257,E40000007,East of England,nhsRegion,2021-11-26,583
258,E40000007,East of England,nhsRegion,2021-11-25,579
259,E40000007,East of England,nhsRegion,2021-11-24,574
260,E40000007,East of England,nhsRegion,2021-11-23,609
261,E40000007,East of England,nhsRegion,2021-11-22,643
262,E40000007,East of England,nhsRegion,2021-11-21,620
263,E40000007,East of England,nhsRegion,2021-11-20,614
264,E40000007,East of England,nhsRegion,2021-11-19,637
265,E40000007,East of England,nhsRegion,2021-11-18,625
266,E40000007,East of England,nhsRegion,2021-11-17,634
267,E40000007,East of England,nhsRegion,2021-11-16,686
268,E40000007,East of England,nhsRegion,2021-11-15,719
269,E40000007,East of England,nhsRegion,2021-11-14,702
270,E40000007,East of England,nhsRegion,2021-11-13,693
271,E40000007,East of England,nhsRegion,2021-11-12,716
272,E40000007,East of England,nhsRegion,2021-11-11,724
273,E40000007,East of England,nhsRegion,2021-11-10,774
274,E40000007,East of England,nhsRegion,2021-11-09,782
275,E40000007,East of England,nhsRegion,2021-11-08,783
276,E40000007,East of England,nhsRegion,2021-11-07,747
277,E40000007,East of England,nhsRegion,2021-11-06,739
278,E40000007,East of England,nhsRegion,2021-11-05,747
279,E40000007,East of England,nhsRegion,2021-11-04,764
280,E40000007,East of England,nhsRegion,2021-11-03,762
281,E40000007,East of England,nhsRegion,2021-11-02,798
282,E40000007,East of England,nhsRegion,2021-11-01,804
283,E40000007,East of England,nhsRegion,2021-10-31,714
284,E40000007,East of England,nhsRegion,2021-10-30,727
285,E40000007,East of England,nhsRegion,2021-10-29,723
286,E40000007,East of England,nhsRegion,2021-10-28,693
287,E40000007,East of England,nhsRegion,2021-10-27,701
288,E40000007,East of England,nhsRegion,2021-10-26,685
289,E40000007,East of England,nhsRegion,2021-10-25,684
290,E40000007,East of England,nhsRegion,2021-10-24,626
291,E40000007,East of England,nhsRegion,2021-10-23,570
292,E40000007,East of England,nhsRegion,2021-10-22,612
293,E40000007,East of England,nhsRegion,2021-10-21,615
294,E40000007,East of England,nhsRegion,2021-10-20,584
295,E40000007,East of England,nhsRegion,2021-10-19,567
296,E40000007,East of England,nhsRegion,2021-10-18,546
297,E40000007,East of England,nhsRegion,2021-10-17,476
298,E40000007,East of England,nhsRegion,2021-10-16,455
299,E40000007,East of England,nhsRegion,2021-10-15,461
300,E40000007,East of England,nhsRegion,2021-10-14,446
301,E40000007,East of England,nhsRegion,2021-10-13,442
302,E40000007,East of England,nhsRegion,2021-10-12,440
303,E40000007,East of England,nhsRegion,2021-10-11,408
304,E40000007,East of England,nhsRegion,2021-10-10,368
305,E40000007,East of England,nhsRegion,2021-10-09,356
306,E40000007,East of England,nhsRegion,2021-10-08,358
307,E40000007,East of England,nhsRegion,2021-10-07,346
308,E40000007,East of England,nhsRegion,2021-10-06,359
309,E40000007,East of England,nhsRegion,2021-10-05,367
310,E40000007,East of England,nhsRegion,2021-10-04,379
311,E40000007,East of England,nhsRegion,2021-10-03,345
312,E40000007,East of England,nhsRegion,2021-10-02,350
313,E40000007,East of England,nhsRegion,2021-10-01,384
314,E40000007,East of England,nhsRegion,2021-09-30,373
315,E40000007,East of England,nhsRegion,2021-09-29,366
316,E40000007,East of England,nhsRegion,2021-09-28,371
317,E40000007,East of England,nhsRegion,2021-09-27,379
318,E40000007,East of England,nhsRegion,2021-09-26,371
319,E40000007,East of England,nhsRegion,2021-09-25,373
320,E40000007,East of England,nhsRegion,2021-09-24,390
321,E40000007,East of England,nhsRegion,2021-09-23,414
322,E40000007,East of England,nhsRegion,2021-09-22,442
323,E40000007,East of England,nhsRegion,2021-09-21,456
324,E40000007,East of England,nhsRegion,2021-09-20,482
325,E40000007,East of England,nhsRegion,2021-09-19,458
326,E40000007,East of England,nhsRegion,2021-09-18,459
327,E40000007,East of England,nhsRegion,2021-09-17,473
328,E40000007,East of England,nhsRegion,2021-09-16,512
329,E40000007,East of England,nhsRegion,2021-09-15,527
330,E40000007,East of England,nhsRegion,2021-09-14,545
331,E40000007,East of England,nhsRegion,2021-09-13,550
332,E40000007,East of England,nhsRegion,2021-09-12,526
333,E40000007,East of England,nhsRegion,2021-09-11,539
334,E40000007,East of England,nhsRegion,2021-09-10,546
335,E40000007,East of England,nhsRegion,2021-09-09,487
336,E40000007,East of England,nhsRegion,2021-09-08,544
337,E40000007,East of England,nhsRegion,2021-09-07,547
338,E40000007,East of England,nhsRegion,2021-09-06,551
339,E40000007,East of England,nhsRegion,2021-09-05,516
340,E40000007,East of England,nhsRegion,2021-09-04,503
341,E40000007,East of England,nhsRegion,2021-09-03,531
342,E40000007,East of England,nhsRegion,2021-09-02,532
343,E40000007,East of England,nhsRegion,2021-09-01,535
344,E40000007,East of England,nhsRegion,2021-08-31,547
345,E40000007,East of England,nhsRegion,2021-08-30,521
346,E40000007,East of England,nhsRegion,2021-08-29,510
347,E40000007,East of England,nhsRegion,2021-08-28,488
348,E40000007,East of England,nhsRegion,2021-08-27,491
349,E40000007,East of England,nhsRegion,2021-08-26,492
350,E40000007,East of England,nhsRegion,2021-08-25,494
351,E40000007,East of England,nhsRegion,2021-08-24,502
352,E40000007,East of England,nhsRegion,2021-08-23,499
353,E40000007,East of England,nhsRegion,2021-08-22,457
354,E40000007,East of England,nhsRegion,2021-08-21,464
355,E40000007,East of England,nhsRegion,2021-08-20,465
356,E40000007,East of England,nhsRegion,2021-08-19,464
357,E40000007,East of England,nhsRegion,2021-08-18,455
358,E40000007,East of England,nhsRegion,2021-08-17,467
359,E40000007,East of England,nhsRegion,2021-08-16,452
360,E40000007,East of England,nhsRegion,2021-08-15,418
361,E40000007,East of England,nhsRegion,2021-08-14,408
362,E40000007,East of England,nhsRegion,2021-08-13,406
363,E40000007,East of England,nhsRegion,2021-08-12,402
364,E40000007,East of England,nhsRegion,2021-08-11,395
365,E40000007,East of England,nhsRegion,2021-08-10,392
366,E40000007,East of England,nhsRegion,2021-08-09,384
367,E40000007,East of England,nhsRegion,2021-08-08,359
368,E40000007,East of England,nhsRegion,2021-08-07,342
369,E40000007,East of England,nhsRegion,2021-08-06,354
370,E40000007,East of England,nhsRegion,2021-08-05,326
371,E40000007,East of England,nhsRegion,2021-08-04,340
372,E40000007,East of England,nhsRegion,2021-08-03,362
373,E40000007,East of England,nhsRegion,2021-08-02,381
374,E40000007,East of England,nhsRegion,2021-08-01,401
375,E40000007,East of England,nhsRegion,2021-07-31,416
376,E40000007,East of England,nhsRegion,2021-07-30,361
377,E40000007,East of England,nhsRegion,2021-07-29,372
378,E40000007,East of England,nhsRegion,2021-07-28,369
379,E40000007,East of England,nhsRegion,2021-07-27,354
380,E40000007,East of England,nhsRegion,2021-07-26,377
381,E40000007,East of England,nhsRegion,2021-07-25,340
382,E40000007,East of England,nhsRegion,2021-07-24,284
383,E40000007,East of England,nhsRegion,2021-07-23,302
384,E40000007,East of England,nhsRegion,2021-07-22,299
385,E40000007,East of England,nhsRegion,2021-07-21,277
386,E40000007,East of England,nhsRegion,2021-07-20,254
387,E40000007,East of England,nhsRegion,2021-07-19,242
388,E40000007,East of England,nhsRegion,2021-07-18,206
389,E40000007,East of England,nhsRegion,2021-07-17,184
390,E40000007,East of England,nhsRegion,2021-07-16,181
391,E40000007,East of England,nhsRegion,2021-07-15,164
392,E40000007,East of England,nhsRegion,2021-07-14,154
393,E40000007,East of England,nhsRegion,2021-07-13,151
394,E40000007,East of England,nhsRegion,2021-07-12,142
395,E40000007,East of England,nhsRegion,2021-07-11,117
396,E40000007,East of England,nhsRegion,2021-07-10,113
397,E40000007,East of England,nhsRegion,2021-07-09,108
398,E40000007,East of England,nhsRegion,2021-07-08,102
399,E40000007,East of England,nhsRegion,2021-07-07,105
400,E40000007,East of England,nhsRegion,2021-07-06,98
401,E40000007,East of England,nhsRegion,2021-07-05,101
402,E40000007,East of England,nhsRegion,2021-07-04,86
403,E40000007,East of England,nhsRegion,2021-07-03,86
404,E40000007,East of England,nhsRegion,2021-07-02,82
405,E40000007,East of England,nhsRegion,2021-07-01,79
406,E40000007,East of England,nhsRegion,2021-06-30,83
407,E40000007,East of England,nhsRegion,2021-06-29,86
408,E40000007,East of England,nhsRegion,2021-06-28,82
409,E40000007,East of England,nhsRegion,2021-06-27,77
410,E40000007,East of England,nhsRegion,2021-06-26,75
411,E40000007,East of England,nhsRegion,2021-06-25,69
412,E40000007,East of England,nhsRegion,2021-06-24,65
413,E40000007,East of England,nhsRegion,2021-06-23,66
414,E40000007,East of England,nhsRegion,2021-06-22,67
415,E40000007,East of England,nhsRegion,2021-06-21,67
416,E40000007,East of England,nhsRegion,2021-06-20,53
417,E40000007,East of England,nhsRegion,2021-06-19,58
418,E40000007,East of England,nhsRegion,2021-06-18,60
419,E40000007,East of England,nhsRegion,2021-06-17,57
420,E40000007,East of England,nhsRegion,2021-06-16,52
421,E40000007,East of England,nhsRegion,2021-06-15,47
422,E40000007,East of England,nhsRegion,2021-06-14,51
423,E40000007,East of England,nhsRegion,2021-06-13,52
424,E40000007,East of England,nhsRegion,2021-06-12,55
425,E40000007,East of England,nhsRegion,2021-06-11,49
426,E40000007,East of England,nhsRegion,2021-06-10,55
427,E40000007,East of England,nhsRegion,2021-06-09,57
428,E40000007,East of England,nhsRegion,2021-06-08,68
429,E40000007,East of England,nhsRegion,2021-06-07,62
430,E40000007,East of England,nhsRegion,2021-06-06,63
431,E40000007,East of England,nhsRegion,2021-06-05,57
432,E40000007,East of England,nhsRegion,2021-06-04,53
433,E40000007,East of England,nhsRegion,2021-06-03,49
434,E40000007,East of England,nhsRegion,2021-06-02,49
435,E40000007,East of England,nhsRegion,2021-06-01,49
436,E40000007,East of England,nhsRegion,2021-05-31,51
437,E40000007,East of England,nhsRegion,2021-05-30,51
438,E40000007,East of England,nhsRegion,2021-05-29,48
439,E40000007,East of England,nhsRegion,2021-05-28,37
440,E40000007,East of England,nhsRegion,2021-05-27,32
441,E40000007,East of England,nhsRegion,2021-05-26,38
442,E40000007,East of England,nhsRegion,2021-05-25,39
443,E40000007,East of England,nhsRegion,2021-05-24,43
444,E40000007,East of England,nhsRegion,2021-05-23,40
445,E40000007,East of England,nhsRegion,2021-05-22,39
446,E40000007,East of England,nhsRegion,2021-05-21,40
447,E40000007,East of England,nhsRegion,2021-05-20,44
448,E40000007,East of England,nhsRegion,2021-05-19,43
449,E40000007,East of England,nhsRegion,2021-05-18,47
450,E40000007,East of England,nhsRegion,2021-05-17,56
451,E40000007,East of England,nhsRegion,2021-05-16,59
452,E40000007,East of England,nhsRegion,2021-05-15,59
453,E40000007,East of England,nhsRegion,2021-05-14,60
454,E40000007,East of England,nhsRegion,2021-05-13,63
455,E40000007,East of England,nhsRegion,2021-05-12,66
456,E40000007,East of England,nhsRegion,2021-05-11,67
457,E40000007,East of England,nhsRegion,2021-05-10,72
458,E40000007,East of England,nhsRegion,2021-05-09,69
459,E40000007,East of England,nhsRegion,2021-05-08,71
460,E40000007,East of England,nhsRegion,2021-05-07,70
461,E40000007,East of England,nhsRegion,2021-05-06,83
462,E40000007,East of England,nhsRegion,2021-05-05,90
463,E40000007,East of England,nhsRegion,2021-05-04,92
464,E40000007,East of England,nhsRegion,2021-05-03,89
465,E40000007,East of England,nhsRegion,2021-05-02,97
466,E40000007,East of England,nhsRegion,2021-05-01,101
467,E40000007,East of England,nhsRegion,2021-04-30,121
468,E40000007,East of England,nhsRegion,2021-04-29,127
469,E40000007,East of England,nhsRegion,2021-04-28,128
470,E40000007,East of England,nhsRegion,2021-04-27,140
471,E40000007,East of England,nhsRegion,2021-04-26,143
472,E40000007,East of England,nhsRegion,2021-04-25,141
473,E40000007,East of England,nhsRegion,2021-04-24,138
474,E40000007,East of England,nhsRegion,2021-04-23,162
475,E40000007,East of England,nhsRegion,2021-04-22,170
476,E40000007,East of England,nhsRegion,2021-04-21,178
477,E40000007,East of England,nhsRegion,2021-04-20,181
478,E40000007,East of England,nhsRegion,2021-04-19,176
479,E40000007,East of England,nhsRegion,2021-04-18,167
480,E40000007,East of England,nhsRegion,2021-04-17,171
481,E40000007,East of England,nhsRegion,2021-04-16,182
482,E40000007,East of England,nhsRegion,2021-04-15,168
483,E40000007,East of England,nhsRegion,2021-04-14,181
484,E40000007,East of England,nhsRegion,2021-04-13,183
485,E40000007,East of England,nhsRegion,2021-04-12,189
486,E40000007,East of England,nhsRegion,2021-04-11,178
487,E40000007,East of England,nhsRegion,2021-04-10,182
488,E40000007,East of England,nhsRegion,2021-04-09,194
489,E40000007,East of England,nhsRegion,2021-04-08,189
490,E40000007,East of England,nhsRegion,2021-04-07,200
491,E40000007,East of England,nhsRegion,2021-04-06,198
492,E40000007,East of England,nhsRegion,2021-04-05,200
493,E40000007,East of England,nhsRegion,2021-04-04,203
494,E40000007,East of England,nhsRegion,2021-04-03,190
495,E40000007,East of England,nhsRegion,2021-04-02,196
496,E40000007,East of England,nhsRegion,2021-04-01,212
497,E40000007,East of England,nhsRegion,2021-03-31,237
498,E40000007,East of England,nhsRegion,2021-03-30,260
499,E40000007,East of England,nhsRegion,2021-03-29,279
500,E40000007,East of England,nhsRegion,2021-03-28,279
501,E40000007,East of England,nhsRegion,2021-03-27,290
502,E40000007,East of England,nhsRegion,2021-03-26,306
503,E40000007,East of England,nhsRegion,2021-03-25,345
504,E40000007,East of England,nhsRegion,2021-03-24,362
505,E40000007,East of England,nhsRegion,2021-03-23,382
506,E40000007,East of England,nhsRegion,2021-03-22,414
507,E40000007,East of England,nhsRegion,2021-03-21,408
508,E40000007,East of England,nhsRegion,2021-03-20,421
509,E40000007,East of England,nhsRegion,2021-03-19,449
510,E40000007,East of England,nhsRegion,2021-03-18,466
511,E40000007,East of England,nhsRegion,2021-03-17,497
